title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,region,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Guatemala Santa Ana Dilla Alghe Washed,PT's Coffee Roasting Co.,93,"Topeka, Kansas",2025-02-01,9.0,8.0,9,9,8.0,Guatemala Santa Ana Dilla Alghe Washed,0,0,1,0,0,0,30.00/12 ounces,0.4963944217469875,-0.5297980388776401,-0.5667696862925033,-0.5291159027084525,0.37777358461211,1.9181301714788512,-0.04966802895770318,central_america,58.0,77.0,0,0,0,0,1
Buesaco Colombia,JBC Coffee Roasters,92,"Madison, Wisconsin",2024-01-01,8.0,9.0,8,9,8.0,Buesaco Colombia,0,0,0,0,0,0,18.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.23045796088843112,,64.0,91.0,0,1,0,0,0
Rwanda Karambi Station Natural,RamsHead Coffee Roasters,93,"Bozeman, Montana",2022-07-01,9.0,8.0,9,9,8.0,Rwanda Karambi Station Natural,1,0,0,0,0,0,17.50/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.23768955816566026,africa_arabia,58.0,76.0,0,0,0,0,1
West Papua Wamena,Roadmap CoffeeWorks,93,"Lexington, Virginia",2023-06-01,9.0,8.0,9,9,8.0,West Papua Wamena,0,0,0,0,1,0,17.00/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.2449211554428894,asia_pacific,58.0,74.0,0,0,0,0,1
Sense of Urgency Blend,Equator Coffees,92,"San Rafael, California",2024-08-01,9.0,8.0,9,9,7.0,Sense of Urgency Blend,1,0,0,0,1,1,22.00/12 ounces,0.3885793947729697,-0.8028838096326854,0.13684675429320503,0.10986073376518457,-0.30890512582441565,-0.9352567622732032,-0.1707972833512909,asia_pacific,48.0,64.0,0,0,1,0,0
Guatemala El Injerto Pacamara,Equator Coffees,94,"San Rafael, California",2022-11-01,9.0,9.0,9,9,8.0,Guatemala El Injerto Pacamara,0,0,1,0,0,0,22.00/6 ounces,0.3885793947729697,-0.8028838096326854,0.13684675429320503,0.10986073376518457,-0.30890512582441565,-0.9352567622732032,0.16185619140124852,central_america,58.0,74.0,0,0,0,0,1
Ethiopia Natural Sidama 74158,Kakalove Cafe,96,"Chia-Yi, Taiwan",2023-09-01,9.0,9.0,9,10,9.0,Ethiopia Natural Sidama 74158,1,0,0,0,0,0,13.50/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.10942711114133741,africa_arabia,62.0,80.0,0,1,0,0,0
Kenya Nyeri Kianjogu AA TOP Washed,Buon Caffe,94,"Taipei, Taiwan",2024-04-01,9.0,9.0,9,9,8.0,Kenya Nyeri Kianjogu AA TOP Washed,1,0,0,0,0,0,12.00/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.23045796088843112,africa_arabia,62.0,82.0,0,1,0,0,0
Ethiopia Natural Guji Blue-Donkey 2020,Kakalove Cafe,95,"Chia-Yi, Taiwan",2020-11-01,9.0,9.0,9,9,9.0,Ethiopia Natural Guji Blue-Donkey 2020,1,0,0,0,0,0,9.75/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.281079141829035,africa_arabia,59.0,77.0,0,0,0,0,1
Andi Sumatra,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-08-01,9.0,8.0,9,9,8.0,Andi Sumatra,0,0,0,0,1,0,19.50/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.20876316905674375,asia_pacific,58.0,76.0,0,0,0,0,1
Peru Paltachayoc,SkyTop Coffee,93,"Manlius, New York",2023-10-01,9.0,8.0,9,9,8.0,Peru Paltachayoc,0,0,0,0,0,0,18.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.23045796088843112,,58.0,77.0,0,0,0,0,1
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Euphora Coffee,95,"Taipei, Taiwan",2022-10-01,9.0,9.0,9,9,9.0,Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,1,0,0,0,0,0,10.00/4 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.04966802895770318,africa_arabia,62.0,80.0,0,1,0,0,0
Reina de la Asuncion Ecuador,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-04-01,9.0,9.0,8,9,8.0,Reina de la Asuncion Ecuador,1,0,0,0,0,0,19.75/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.20333947109882194,africa_arabia,58.0,76.0,0,0,0,0,1
Purple Tipsy Night,David's Nose,92,"Taipei, Taiwan",2022-09-01,9.0,8.0,9,9,7.0,Purple Tipsy Night,1,0,0,0,0,1,12.00/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.23045796088843112,africa_arabia,65.0,81.0,0,1,0,0,0
Ethiopia Bensa Bombe,Heat Coffee,94,"Taipei, Taiwan",2024-01-01,9.0,9.0,9,9,8.0,Ethiopia Bensa Bombe,1,0,0,0,0,0,6.00/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.3660504098364771,africa_arabia,64.0,86.0,0,1,0,0,0
Ecuador Peñaherrera AAA,PT's Coffee Roasting Co.,95,"Topeka, Kansas",2023-05-01,9.0,9.0,9,9,9.0,Ecuador Peñaherrera AAA,0,0,0,0,0,0,25.00/12 ounces,0.4963944217469875,-0.5297980388776401,-0.5667696862925033,-0.5291159027084525,0.37777358461211,1.9181301714788512,-0.1255998003686089,,60.0,77.0,0,0,0,0,1
Las Gravilias Costa Rica,JBC Coffee Roasters,91,"Madison, Wisconsin",2020-09-01,8.0,8.0,8,9,8.0,Las Gravilias Costa Rica,0,0,1,0,0,0,17.50/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.23768955816566026,central_america,62.0,76.0,0,0,0,0,1
Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05,Euphora Coffee,97,"Taipei, Taiwan",2024-11-01,10.0,9.0,9,10,9.0,Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05,0,0,1,0,0,0,700.00/4 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,31.13659522909287,central_america,64.0,88.0,0,1,0,0,0
Burundi Murambi Hill,Jackrabbit Java,93,"Thermopolis, Wyoming",2023-11-01,9.0,9.0,8,9,8.0,Burundi Murambi Hill,1,0,0,0,0,0,16.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.26119224931665486,africa_arabia,60.0,78.0,0,0,0,0,1
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,Kakalove Cafe,95,"Chia-Yi, Taiwan",2022-10-01,9.0,9.0,9,9,9.0,Ethiopia Natural Guji Uraga Tome 74110 Lot K06,1,0,0,0,0,0,9.75/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.281079141829035,africa_arabia,63.0,85.0,0,1,0,0,0
Finca Santa Isabel,El Gran Cafe,90,"Antigua, Guatemala",2021-12-01,8.0,8.0,8,8,8.0,Finca Santa Isabel,0,0,1,0,0,0,13.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.30638973229933686,central_america,63.0,80.0,0,1,0,0,0
Passion Paradise,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-04-01,9.0,9.0,8,9,8.0,Passion Paradise,1,0,1,0,0,1,15.00/200 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.4058241948612373,central_america,60.0,78.0,0,0,0,0,1
GW01 Finca Sophia Olympus Geisha,GK Coffee,98,"Yilan, Taiwan",2020-11-01,10.0,10.0,9,10,9.0,GW01 Finca Sophia Olympus Geisha,0,0,1,0,0,0,150.00/20 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,0.45473588112902785,central_america,58.0,76.0,0,0,0,0,1
Nicaragua Los Pedernales,Roadmap CoffeeWorks,93,"Lexington, Virginia",2022-11-01,9.0,8.0,9,9,8.0,Nicaragua Los Pedernales,0,0,1,0,0,0,19.25/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.21237896769535833,central_america,62.0,80.0,0,1,0,0,0
Pantan Musara Sumatra,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Pantan Musara Sumatra,0,0,0,0,1,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,asia_pacific,56.0,78.0,0,0,0,0,1
Ethiopia Washed Guji Bishala 23/02,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Washed Guji Bishala 23/02,1,0,0,0,0,0,10.50/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2648080479552694,africa_arabia,60.0,80.0,0,0,0,0,1
Blue Notes,Coffeeland,91,"Chia-Yi, Taiwan",2024-11-01,8.0,8.0,8,9,8.0,Blue Notes,0,0,1,0,1,1,14.40/227 grams,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.4094399934998518,asia_pacific,58.0,76.0,0,0,0,0,1
Ethiopia Duromina Agaro Gera,SkyTop Coffee,93,"Manlius, New York",2020-08-01,9.0,9.0,8,9,8.0,Ethiopia Duromina Agaro Gera,1,0,0,0,0,0,15.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.2756554438711131,africa_arabia,60.0,78.0,0,0,0,0,1
Leles Garut Java,JBC Coffee Roasters,92,"Madison, Wisconsin",2023-06-01,9.0,8.0,8,9,8.0,Leles Garut Java,0,0,0,0,1,0,18.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.23045796088843112,asia_pacific,58.0,74.0,0,0,0,0,1
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,RamsHead Coffee Roasters,94,"Bozeman, Montana",2020-10-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,1,0,0,0,0,0,16.95/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.24672905476219667,africa_arabia,52.0,70.0,0,0,0,0,1
Macarena Colombia,JBC Coffee Roasters,94,"Madison, Wisconsin",2022-03-01,9.0,9.0,9,9,8.0,Macarena Colombia,0,0,0,0,0,0,18.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.09486551194038517,,60.0,78.0,0,0,0,0,1
Nano Genji #7,JBC Coffee Roasters,95,"Madison, Wisconsin",2022-07-01,9.0,9.0,9,9,9.0,Nano Genji #7,1,0,0,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,africa_arabia,58.0,78.0,0,0,0,0,1
Philippines Sitio Belis 1017,Mostra Coffee,93,"San Diego, California",2022-06-01,9.0,9.0,8,9,8.0,Philippines Sitio Belis 1017,0,0,0,0,0,0,26.50/6 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,0.29744864034929447,,59.0,76.0,0,0,0,0,1
Kona Maragogype,Rusty's Hawaiian,93,"Pahala, Hawaii",2020-06-01,9.0,8.0,9,9,8.0,Kona Maragogype,0,0,0,1,0,0,35.00/7 ounces,-1.4955022965792355,-1.1379161318635107,1.3479898077604078,2.43104116830207,-0.6258337614105045,1.7596086751592925,0.4023068008691167,hawaii,52.0,68.0,0,0,1,0,0
Costa Rica San Diego,Utopian Coffee,94,"Fort Wayne, Indiana",2025-02-01,9.0,8.0,9,9,9.0,Costa Rica San Diego,0,0,1,0,0,0,22.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.1707972833512909,central_america,57.0,77.0,0,0,0,0,1
Guji Hamasho Washed,Paradise Roasters,94,"Minneapolis, Minnesota",2021-10-01,9.0,9.0,9,9,8.0,Guji Hamasho Washed,1,0,0,0,0,0,24.95/12 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.1255998003686089,africa_arabia,56.0,82.0,0,0,0,0,1
Kenya Gachatha AA Top,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-07-01,9.0,9.0,9,9,9.0,Kenya Gachatha AA Top,1,0,0,0,0,0,9.90/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.27746334319042043,africa_arabia,58.0,74.0,0,0,0,0,1
Indonesian Island Blend,Mystic Monk Coffee,92,"Meeteetse, Wyoming",2021-10-01,8.0,8.0,9,9,8.0,Indonesian Island Blend,0,0,0,0,1,0,14.99/12 ounces,1.009074467973298,-0.6639705438059373,-1.7202392610231727,-0.42479318654949144,-1.5502089485365975,-0.49139657257843916,-0.2756554438711131,asia_pacific,50.0,68.0,0,0,1,0,0
Colombia El Vergel #1,Speedwell Coffee,95,"Plymouth, Massachusetts",2024-05-01,9.0,9.0,9,9,9.0,Colombia El Vergel #1,0,0,0,0,0,0,15.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.2756554438711131,,62.0,80.0,0,1,0,0,0
Kenya Gichathaini,Temple Coffee,94,"Sacramento, California",2023-02-01,9.0,9.0,9,9,8.0,Kenya Gichathaini,1,0,0,0,0,0,25.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.1255998003686089,africa_arabia,64.0,82.0,0,1,0,0,0
Asobombo Colombia,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,9.0,8,9,8.0,Asobombo Colombia,0,0,0,0,0,0,20.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.1997236724602074,,58.0,76.0,0,0,0,0,1
Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,Buon Caffe,94,"Taipei, Taiwan",2024-06-01,8.0,9.0,9,9,9.0,Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,0,0,0,0,0,0,18.27/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.08944181398246337,,62.0,81.0,0,1,0,0,0
Honduras Finca Cerro Azul Yellow Pacas,Paradise Roasters,93,"Minneapolis, Minnesota",2022-02-01,9.0,8.0,9,9,8.0,Honduras Finca Cerro Azul Yellow Pacas,0,0,1,0,0,0,18.00/6 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.0407269370076608,central_america,60.0,78.0,0,0,0,0,1
Rwanda Agasaro,Durango Coffee Company,93,"Durango, Colorado",2022-09-01,9.0,8.0,9,9,8.0,Rwanda Agasaro,1,0,0,0,0,0,18.95/12 ounces,0.31854171772681367,-0.6538529790961713,-0.8205329927332506,0.2011431104042755,-1.2596910325826831,-0.9352567622732032,-0.21599476633397288,africa_arabia,60.0,77.0,0,0,0,0,1
Colombia La Victoria,Temple Coffee Roasters,92,"Sacramento, California",2021-03-01,9.0,8.0,8,9,8.0,Colombia La Victoria,0,0,0,0,0,0,19.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.21599476633397288,,58.0,78.0,0,0,0,0,1
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2021-11-01,9.0,9.0,9,9,9.0,Kona Mocca®,0,0,0,1,0,0,89.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.530435976116859,hawaii,57.0,78.0,0,0,0,0,1
El Salvador Monte Verde,Speedwell Coffee,93,"Plymouth, Massachusetts",2024-08-01,9.0,9.0,8,9,8.0,El Salvador Monte Verde,0,0,1,0,0,0,16.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.26119224931665486,central_america,62.0,84.0,0,1,0,0,0
Hawaii Ka‘ū Bourbon Anaerobic Natural,Paradise Roasters,95,"Minneapolis, Minnesota",2022-07-01,9.0,9.0,9,9,9.0,Hawaii Ka‘ū Bourbon Anaerobic Natural,0,0,0,1,0,0,30.00/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.8542816306959365,hawaii,57.0,74.0,0,0,0,0,1
Colombia Gesha,SkyTop Coffee,94,"Manlius, New York",2021-09-01,9.0,9.0,9,9,8.0,Colombia Gesha,0,0,0,0,0,0,27.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.09486551194038517,,60.0,77.0,0,0,0,0,1
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia",2024-05-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.14006299492306715,africa_arabia,65.0,86.0,0,1,0,0,0
Kabiufa Papua New Guinea,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-07-01,9.0,9.0,9,9,8.0,Kabiufa Papua New Guinea,0,0,0,0,1,0,16.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.26119224931665486,asia_pacific,60.0,82.0,0,1,0,0,0
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,95,"Durango, Colorado",2024-02-01,9.0,9.0,9,9,9.0,Costa Rica Las Lajas Perla Negra,0,0,1,0,0,0,18.95/12 ounces,0.31854171772681367,-0.6538529790961713,-0.8205329927332506,0.2011431104042755,-1.2596910325826831,-0.9352567622732032,-0.21599476633397288,central_america,58.0,80.0,0,0,0,0,1
Kona S12 Kaffa Washed,Paradise Roasters,96,"Hilo, Hawai’i",2024-11-01,9.0,9.0,9,10,9.0,Kona S12 Kaffa Washed,0,0,0,1,0,0,100.00/4 ounces,-1.4448251194465733,-1.133891494566479,1.5786837227065418,-0.46391420510910186,-0.07120864913484926,-0.8084395652175563,4.018105439483676,hawaii,67.0,94.0,0,1,0,0,0
Colombia Hermosa Co-Fermented Honey,RamsHead Coffee Roasters,93,"Livingston, Montana",2023-11-01,9.0,8.0,9,9,8.0,Colombia Hermosa Co-Fermented Honey,0,0,0,0,0,0,34.95/12 ounces,1.160144594939477,-0.6811572712629888,-1.87019030573816,-0.5291159027084525,-1.206869593318335,-0.6499180688979977,0.02445584313389531,,68.0,88.0,0,1,0,0,0
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,92,"Bozeman, Montana",2021-08-01,9.0,8.0,8,9,8.0,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,0,0,1,0,0,0,17.95/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.23045796088843112,central_america,58.0,76.0,0,0,0,0,1
Kenya Kamwangi,Speedwell Coffee,93,"Plymouth, Massachusetts",2024-09-01,9.0,9.0,8,9,8.0,Kenya Kamwangi,1,0,0,0,0,0,19.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.21599476633397288,africa_arabia,58.0,77.0,0,0,0,0,1
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2021-11-01,9.0,9.0,9,9,9.0,Karen J Kona Red Bourbon,0,0,0,1,0,0,49.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,0.6264863164632194,hawaii,56.0,78.0,0,0,0,0,1
Hawai’i Kilauea Volcano Yeast Fermentation Washed,Paradise Roasters,96,"Minneapolis, Minnesota",2020-09-01,9.0,9.0,9,10,9.0,Hawai’i Kilauea Volcano Yeast Fermentation Washed,0,0,0,1,0,0,29.95/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.8524737313766293,hawaii,58.0,76.0,0,0,0,0,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,62.0,80.0,0,1,0,0,0
Ethiopia Werka Nensebo Natural,RamsHead Coffee Roasters,93,"Livingston, Montana",2023-11-01,9.0,8.0,9,9,8.0,Ethiopia Werka Nensebo Natural,1,0,0,0,0,0,19.00/12 ounces,1.160144594939477,-0.6811572712629888,-1.87019030573816,-0.5291159027084525,-1.206869593318335,-0.6499180688979977,-0.21599476633397288,africa_arabia,58.0,74.0,0,0,0,0,1
Colombia Planadas,SkyTop Coffee,92,"Manlius, New York",2020-12-01,9.0,8.0,8,9,8.0,Colombia Planadas,0,0,0,0,0,0,15.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.2756554438711131,,52.0,70.0,0,0,0,0,1
Ethiopia Yirgacheffe Huke Premium Natural G1,Bear Lake Coffee,94,"Barronett, Wisconsin",2024-09-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Huke Premium Natural G1,1,0,0,0,0,0,21.00/12 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.18526047790574915,africa_arabia,62.0,80.0,0,1,0,0,0
Ka’u Classic Dark,Rusty's Hawaiian,94,"Pahala, Hawai'i",2022-04-01,9.0,9.0,9,9,8.0,Ka’u Classic Dark,0,0,0,1,0,0,19.95/7 ounces,-1.4955022965792355,-1.1379161318635107,1.3479898077604078,2.43104116830207,-0.6258337614105045,1.7596086751592925,0.013608447218051623,hawaii,47.0,61.0,0,0,1,0,0
Colombia El Vergel #1,Speedwell Coffee,94,"Plymouth, Massachusetts",2024-09-01,9.0,9.0,9,9,8.0,Colombia El Vergel #1,0,0,0,0,0,0,15.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.2756554438711131,,64.0,86.0,0,1,0,0,0
Kona Mocca®,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2021-04-01,9.0,9.0,9,10,9.0,Kona Mocca®,0,0,0,1,0,0,87.50/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.4761989965376405,hawaii,56.0,74.0,0,0,0,0,1
Berg Wu Championship Sidamo Washed G1 Lot 20-02,Kakalove Cafe,95,"Chia-Yi, Taiwan",2021-01-01,9.0,9.0,9,9,9.0,Berg Wu Championship Sidamo Washed G1 Lot 20-02,1,0,0,0,0,0,10.20/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2720396452324986,africa_arabia,64.0,84.0,0,1,0,0,0
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,Buon Caffe,94,"Taipei, Taiwan",2024-09-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,1,0,0,0,0,0,13.47/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.19791577314090011,africa_arabia,66.0,90.0,0,1,0,0,0
Rwanda Cyesha Natural,Magnolia Coffee,94,"Charlotte, North Carolina",2022-11-01,9.0,9.0,9,9,8.0,Rwanda Cyesha Natural,1,0,0,0,0,0,26.00/12 ounces,0.11281999775610188,-0.3789427998601484,0.35600597349203206,-0.5030352236687122,0.6418807809338508,-0.9352567622732032,-0.10932870649484341,africa_arabia,58.0,74.0,0,0,0,0,1
Yabitu Koba Ethiopia,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-12-01,9.0,9.0,8,9,8.0,Yabitu Koba Ethiopia,1,0,0,0,0,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,africa_arabia,60.0,82.0,0,1,0,0,0
Ethiopia Sidama Bombe G1 Washed,Bear Lake Coffee,94,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Bombe G1 Washed,1,0,0,0,0,0,19.00/12 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.21599476633397288,africa_arabia,64.0,84.0,0,1,0,0,0
Ethiopia Washed Sidama Rumudamo,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-01-01,9.0,9.0,9,9,8.0,Ethiopia Washed Sidama Rumudamo,1,0,0,0,0,0,11.70/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.23768955816566026,africa_arabia,64.0,86.0,0,1,0,0,0
