title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Ethiopia Bench-Maji Lucy Station Geisha,Bargain Cafe,93,"Taitung, Taiwan",2023-05-01,9.0,9.0,8,9,8.0,Ethiopia Bench-Maji Lucy Station Geisha,1,0,0,0,0,0,11.97/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.42,62.0,75.0,False,False,False,False,True
Ethiopia Washed Aricha Woreda Yirgacheffe,Ramshead Coffee Roasters,92,"Bozeman, Montana",2023-05-01,9.0,8.0,9,9,7.0,Ethiopia Washed Aricha Woreda Yirgacheffe,1,0,0,0,0,0,19.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,1.58,58.0,78.0,False,False,False,False,True
Colombia Huila Finca El Triunfo Martha Zuñiga Pink Bourbon,Ramshead Coffee Roasters,94,"Bozeman, Montana",2023-05-01,9.0,9.0,9,9,8.0,Colombia Huila Finca El Triunfo Martha Zuñiga Pink Bourbon,0,0,0,0,0,0,32.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,2.67,58.0,74.0,False,False,False,False,True
Costa Rica SL28 Natural,Coffeeland,93,"Chia-Yi, Taiwan",2023-05-01,9.0,8.0,9,9,8.0,Costa Rica SL28 Natural,0,0,1,0,0,0,22.50/227 grams,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,56.0,72.0,False,False,False,False,True
Sunrise Blend,Heat Coffee,90,"Taipei, Taiwan",2023-05-01,8.0,8.0,8,9,7.0,Sunrise Blend,1,0,1,0,1,1,3.90/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.49,57.0,71.0,False,False,False,False,True
Bella Carmona Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,58.0,76.0,False,False,False,False,True
Bella Carmona Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,58.0,76.0,False,False,False,False,True
Bella Carmona Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,58.0,76.0,False,False,False,False,True
Bella Carmona Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,58.0,76.0,False,False,False,False,True
Huye Mountain Rwanda,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Huye Mountain Rwanda,1,0,0,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,59.0,75.0,False,False,False,False,True
Ethiopia Bench Maji Geisha Lucy Station,GK Coffee,94,"Yilan, Taiwan",2023-05-01,9.0,9.0,9,9,8.0,Ethiopia Bench Maji Geisha Lucy Station,1,0,0,0,0,0,18.00/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.63,64.0,83.0,False,True,False,False,False
Ecuador Peñaherrera AAA,PT's Coffee Roasting Co.,95,"Topeka, Kansas",2023-05-01,9.0,9.0,9,9,9.0,Ecuador Peñaherrera AAA,0,0,0,0,0,0,25.00/12 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,2.08,60.0,77.0,False,False,False,False,True
La Papaya Natural Ecuador,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,La Papaya Natural Ecuador,0,0,0,0,0,0,19.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.38,58.0,80.0,False,False,False,False,True
Wilton Benitez Tabi VIP Colombia,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Wilton Benitez Tabi VIP Colombia,0,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,64.0,86.0,False,True,False,False,False
El Mango Peru,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,8.0,El Mango Peru,0,0,0,0,0,0,19.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.58,56.0,77.0,False,False,False,False,True
Banko Gotiti Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,8,10,9.0,Banko Gotiti Ethiopia,1,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,60.0,78.0,False,False,False,False,True
El Morito Guatemala,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,8.0,El Morito Guatemala,0,0,1,0,0,0,19.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.38,59.0,76.0,False,False,False,False,True
Gera DR Congo,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,8.0,9,9,8.0,Gera DR Congo,1,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,60.0,78.0,False,False,False,False,True
Pantan Musara Sumatra,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Pantan Musara Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,56.0,78.0,False,False,False,False,True
Pantan Musara Sumatra,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Pantan Musara Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,56.0,78.0,False,False,False,False,True
Pantan Musara Sumatra,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Pantan Musara Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,56.0,78.0,False,False,False,False,True
Pantan Musara Sumatra,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-05-01,9.0,9.0,9,9,9.0,Pantan Musara Sumatra,0,0,0,0,1,0,23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.92,56.0,78.0,False,False,False,False,True
Giakanja Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-05-01,9.0,9.0,8,9,9.0,Giakanja Kenya,1,0,0,0,0,0,25.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.08,59.0,79.0,False,False,False,False,True
Asobombo Colombia,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,9.0,8,9,8.0,Asobombo Colombia,0,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,58.0,76.0,False,False,False,False,True
Asobombo Colombia,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-05-01,9.0,9.0,8,9,8.0,Asobombo Colombia,0,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,58.0,76.0,False,False,False,False,True
Ethiopia Basha Bekele,Roadmap CoffeeWorks,95,"Lexington, Virginia",2023-04-01,9.0,9.0,9,9,9.0,Ethiopia Basha Bekele,1,0,0,0,0,0,23.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.92,62.0,86.0,False,True,False,False,False
Colombia Luz Helena Salazar Wine Yeast Grape Honey,GK Coffee,94,"Yilan, Taiwan",2023-04-01,9.0,9.0,9,9,8.0,Colombia Luz Helena Salazar Wine Yeast Grape Honey,0,0,0,0,0,0,21.00/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.74,58.0,80.0,False,False,False,False,True
Jade Rabbit Espresso Blend,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan",2023-04-01,9.0,,9,9,9.0,Jade Rabbit Espresso Blend,1,0,0,0,0,1,19.50/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,2.44,46.0,70.0,False,False,True,False,False
Passion Paradise,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-04-01,9.0,9.0,8,9,8.0,Passion Paradise,1,0,1,0,0,1,15.00/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.53,60.0,78.0,False,False,False,False,True
Autumn Forest,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-04-01,9.0,9.0,8,9,8.0,Autumn Forest,1,0,1,0,0,1,15.00/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.53,61.0,79.0,False,False,False,False,True
Ethiopia Halo Beriti Single-Origin Espresso,Temple Coffee,95,"Sacramento, California",2023-04-01,9.0,,9,9,9.0,Ethiopia Halo Beriti Single-Origin Espresso,1,0,0,0,0,0,24.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.0,56.0,74.0,False,False,False,False,True
Ethiopia Gora Kone,Temple Coffee,94,"Sacramento, California",2023-04-01,9.0,9.0,9,9,8.0,Ethiopia Gora Kone,1,0,0,0,0,0,23.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,1.96,62.0,84.0,False,True,False,False,False
Easter Sunrise Blend,Mystic Monk Coffee,93,"Clark, Wyoming",2023-04-01,9.0,8.0,9,9,8.0,Easter Sunrise Blend,0,0,0,0,0,0,15.99/12 ounces,44.8993923,-109.1509804,-1.4,0.0,19.9,2.0,1.33,56.0,74.0,False,False,False,False,True
Easter Sunrise Blend,Mystic Monk Coffee,93,"Clark, Wyoming",2023-04-01,9.0,8.0,9,9,8.0,Easter Sunrise Blend,0,0,0,0,0,0,15.99/12 ounces,44.8993923,-109.1509804,-1.4,0.0,19.9,2.0,1.33,56.0,74.0,False,False,False,False,True
Wonderblend,Temple Coffee,93,"Sacramento, California",2023-04-01,9.0,9.0,8,9,8.0,Wonderblend,1,0,1,0,0,1,25.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.08,59.0,77.0,False,False,False,False,True
Wonderblend,Temple Coffee,93,"Sacramento, California",2023-04-01,9.0,9.0,8,9,8.0,Wonderblend,1,0,1,0,0,1,25.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.08,59.0,77.0,False,False,False,False,True
Ecuador Finca Lugmapata,Equator Coffees,94,"San Rafael, California",2023-04-01,9.0,9.0,9,9,8.0,Ecuador Finca Lugmapata,0,0,0,0,0,0,22.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,3.67,62.0,79.0,False,False,False,False,True
Mocha Java Blend,Equator Coffees,93,"San Rafael, California",2023-04-01,9.0,8.0,9,9,8.0,Mocha Java Blend,1,0,0,0,1,1,17.50/12 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,1.46,59.0,77.0,False,False,False,False,True
Quindio Gold Honey Colombia,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-04-01,9.0,9.0,9,9,8.0,Quindio Gold Honey Colombia,0,0,0,0,0,0,18.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.25,62.0,80.0,False,True,False,False,False
Kenya Washed Kiambu Gititu AB Top,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,9.0,Kenya Washed Kiambu Gititu AB Top,1,0,0,0,0,0,9.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.12,60.0,82.0,False,True,False,False,False
Ethiopia Natural Guji Dasaya,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,9.0,Ethiopia Natural Guji Dasaya,1,0,0,0,0,0,8.70/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.09,62.0,86.0,False,True,False,False,False
Kona Classic,Paradise Roasters,94,"Hilo, Hawaii",2023-03-01,9.0,9.0,9,9,8.0,Kona Classic,0,0,0,1,0,0,25.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,6.25,60.0,78.0,False,False,False,False,True
Hawai’i Ka‘ū Champagne Natural,Paradise Roasters,94,"Hilo, Hawaii",2023-03-01,9.0,9.0,9,9,8.0,Hawai’i Ka‘ū Champagne Natural,0,0,0,1,0,0,25.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,6.25,60.0,78.0,False,False,False,False,True
Ethiopia Sidamo Rumudamo Premium,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,9.0,Ethiopia Sidamo Rumudamo Premium,1,0,0,0,0,0,12.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.5,64.0,84.0,False,True,False,False,False
Yemen Natural Hamoud Abdullah AL-Khisheni,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,8.0,Yemen Natural Hamoud Abdullah AL-Khisheni,1,0,0,0,0,0,18.00/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,4.5,62.0,80.0,False,True,False,False,False
Ethiopia Guji,Heat Coffee,94,"Taipei, Taiwan",2023-03-01,9.0,9.0,8,9,9.0,Ethiopia Guji,1,0,0,0,0,0,5.40/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.68,65.0,86.0,False,True,False,False,False
Ecuador Legrand Robusta Lactic Natural Espresso,Paradise Roasters,92,"Hilo, Hawaii",2023-03-01,9.0,,8,9,7.0,Ecuador Legrand Robusta Lactic Natural Espresso,0,0,0,0,0,0,19.00/12 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,1.58,57.0,74.0,False,False,False,False,True
Worka Sakaro Ethiopia,JBC Coffee Roasters,95,"Madison, Wisconsin",2023-03-01,9.0,9.0,9,9,9.0,Worka Sakaro Ethiopia,1,0,0,0,0,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,62.0,84.0,False,True,False,False,False
Teremuka Peaberry Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-03-01,9.0,9.0,9,9,8.0,Teremuka Peaberry Kenya,1,0,0,0,0,0,24.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.0,60.0,77.0,False,False,False,False,True
Teremuka Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-03-01,9.0,9.0,9,9,8.0,Teremuka Kenya,1,0,0,0,0,0,24.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.0,60.0,77.0,False,False,False,False,True
La Joya Ecuador,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-03-01,9.0,9.0,8,9,8.0,La Joya Ecuador,0,0,0,0,0,0,25.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.08,61.0,83.0,False,True,False,False,False
Norte Peru,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-03-01,9.0,8.0,9,9,8.0,Norte Peru,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,58.0,78.0,False,False,False,False,True
Norte Peru,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-03-01,9.0,8.0,9,9,8.0,Norte Peru,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,58.0,78.0,False,False,False,False,True
San Jose del Lago Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-03-01,9.0,9.0,8,9,8.0,San Jose del Lago Guatemala,0,0,1,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,59.0,77.0,False,False,False,False,True
Ethiopia Keramo Natural,Rusty Dog Coffee,93,"Madison, Wisconsin",2023-03-01,9.0,8.0,9,9,8.0,Ethiopia Keramo Natural,1,0,0,0,0,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,64.0,86.0,False,True,False,False,False
Ethiopia Keramo Natural,Rusty Dog Coffee,93,"Madison, Wisconsin",2023-03-01,9.0,8.0,9,9,8.0,Ethiopia Keramo Natural,1,0,0,0,0,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,64.0,86.0,False,True,False,False,False
Peru Cajamarca,Rusty Dog Coffee,92,"Madison, Wisconsin",2023-03-01,9.0,8.0,8,9,8.0,Peru Cajamarca,0,0,0,0,0,0,15.25/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.27,58.0,76.0,False,False,False,False,True
El Salvador La Muela Pacamara,PT's Coffee Roasting Co.,94,"Topeka, Kansas",2023-03-01,9.0,9.0,9,9,8.0,El Salvador La Muela Pacamara,0,0,1,0,0,0,23.00/12 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,1.92,58.0,77.0,False,False,False,False,True
Colombia Finca Juan Martin Aced Sidra,Revel Coffee,95,"Billings, Montana",2023-03-01,9.0,9.0,9,9,9.0,Colombia Finca Juan Martin Aced Sidra,0,0,0,0,0,0,31.50/12 ounces,45.7874957,-108.49607,-0.7,0.0,22.9,0.0,2.62,62.0,80.0,False,True,False,False,False
Guatemala Natural Santa Felisa Gesha SF-04 95,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,9.0,Guatemala Natural Santa Felisa Gesha SF-04 95,0,0,1,0,0,0,19.50/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,4.88,59.0,75.0,False,False,False,False,True
Colombia Red Bomb,Roadmap CoffeeWorks,94,"Lexington, Virginia",2023-03-01,9.0,9.0,9,9,8.0,Colombia Red Bomb,0,0,0,0,0,0,25.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.08,59.0,77.0,False,False,False,False,True
Ethiopia 2022 COE #3 Washed Temam 74110,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-03-01,9.0,9.0,9,9,9.0,Ethiopia 2022 COE #3 Washed Temam 74110,1,0,0,0,0,0,37.50/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,9.38,62.0,86.0,False,True,False,False,False
Espresso Giusto,Roadmap CoffeeWorks,94,"Lexington, Virginia",2023-03-01,9.0,,9,9,8.0,Espresso Giusto,0,0,1,0,0,1,16.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.41,54.0,72.0,False,False,False,False,True
Espresso Giusto,Roadmap CoffeeWorks,94,"Lexington, Virginia",2023-03-01,9.0,,9,9,8.0,Espresso Giusto,0,0,1,0,0,1,16.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.41,54.0,72.0,False,False,False,False,True
Ethiopia Guji Shakiso Mulish Washed,Buon Caffe,93,"Taipei, Taiwan",2023-03-01,9.0,9.0,8,9,8.0,Ethiopia Guji Shakiso Mulish Washed,1,0,0,0,0,0,9.60/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.2,65.0,83.0,False,True,False,False,False
Golden Parrot Blend Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-03-01,9.0,,9,9,8.0,Golden Parrot Blend Espresso,1,0,1,0,0,1,6.30/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.79,58.0,78.0,False,False,False,False,True
French Roast,Roadmap CoffeeWorks,92,"Lexington, Virginia",2023-03-01,9.0,8.0,8,9,8.0,French Roast,0,0,1,0,0,1,17.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.5,46.0,62.0,False,False,True,False,False
Spring Loop Espresso Blend,Buon Caffe,92,"Taipei, Taiwan",2023-03-01,8.0,,9,9,8.0,Spring Loop Espresso Blend,0,0,1,0,0,1,10.50/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.31,58.0,77.0,False,False,False,False,True
Amber Forest Espresso Blend,Buon Caffe,90,"Taipei, Taiwan",2023-03-01,8.0,,8,8,8.0,Amber Forest Espresso Blend,1,0,0,0,1,1,7.20/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.9,57.0,75.0,False,False,False,False,True
Galaxy Gesha Quindio Colombia Edwin Noreña,Barrington Coffee Roasting Co.,95,"Lee, Massachusetts",2023-03-01,9.0,9.0,9,9,9.0,Galaxy Gesha Quindio Colombia Edwin Noreña,0,0,0,0,0,0,38.45/12 ounces,42.3073477,-73.2504911,6.4,5.6,22.0,0.0,3.2,65.0,86.0,False,True,False,False,False
Colombia Finca El Paraiso Rose Tea,GK Coffee,94,"Yilan, Taiwan",2023-03-01,9.0,9.0,9,9,8.0,Colombia Finca El Paraiso Rose Tea,0,0,0,0,0,0,15.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.53,64.0,88.0,False,True,False,False,False
Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration,Klatch Coffee,94,"Los Angeles, California",2023-03-01,9.0,9.0,9,9,8.0,Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration,0,0,0,0,0,0,23.95/310 grams,34.0536909,-118.242766,13.1,21.8,20.1,0.0,0.84,56.0,86.0,False,True,False,False,False
Colombia Granja Paraíso-92- Papayo Kōji,Paradise Roasters,95,"Hilo, Hawaii",2023-03-01,9.0,9.0,9,9,9.0,Colombia Granja Paraíso-92- Papayo Kōji,0,0,0,0,0,0,40.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,10.0,64.0,84.0,False,True,False,False,False
Costa Rica Aquiares Estate,David's Nose,93,"Taipei, Taiwan",2023-03-01,9.0,8.0,9,9,8.0,Costa Rica Aquiares Estate,0,0,1,0,0,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,65.0,87.0,False,True,False,False,False
Kenya Kiambu Mandela Estate AA Washed Process,Buon Caffe,94,"Taipei, Taiwan",2023-03-01,9.0,9.0,9,9,8.0,Kenya Kiambu Mandela Estate AA Washed Process,1,0,0,0,0,0,10.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.31,60.0,77.0,False,False,False,False,True
Ethiopia Yirgacheffe Konga Washed Process,Buon Caffe,93,"Taipei, Taiwan",2023-03-01,9.0,9.0,8,9,8.0,Ethiopia Yirgacheffe Konga Washed Process,1,0,0,0,0,0,10.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.31,62.0,81.0,False,True,False,False,False
Ethiopia Guji Bule Hora Blue Nile Natural,Buon Caffe,90,"Taipei, Taiwan",2023-03-01,8.0,8.0,8,8,8.0,Ethiopia Guji Bule Hora Blue Nile Natural,1,0,0,0,0,0,11.07/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.38,54.0,84.0,False,False,False,False,True
Kenya Gichathaini,Temple Coffee,94,"Sacramento, California",2023-02-01,9.0,9.0,9,9,8.0,Kenya Gichathaini,1,0,0,0,0,0,25.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.08,64.0,82.0,False,True,False,False,False
Kenya Gichathaini,Temple Coffee,94,"Sacramento, California",2023-02-01,9.0,9.0,9,9,8.0,Kenya Gichathaini,1,0,0,0,0,0,25.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.08,64.0,82.0,False,True,False,False,False
Kenya Gichathaini,Temple Coffee,94,"Sacramento, California",2023-02-01,9.0,9.0,9,9,8.0,Kenya Gichathaini,1,0,0,0,0,0,25.00/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.08,64.0,82.0,False,True,False,False,False
Guatemala Retiro del Quisaya Natural Process,Durango Coffee Company,94,"Durango, Colorado",2023-02-01,9.0,9.0,9,9,8.0,Guatemala Retiro del Quisaya Natural Process,0,0,1,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,59.0,78.0,False,False,False,False,True
Ethiopia Sidama Karamo Anaerobic Natural,RamsHead Coffee Roasters,94,"Bozeman, Montana",2023-02-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Karamo Anaerobic Natural,1,0,0,0,0,0,35.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,2.92,62.0,79.0,False,False,False,False,True
Ethiopia Sidama Karamo Anaerobic Natural,RamsHead Coffee Roasters,94,"Bozeman, Montana",2023-02-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Karamo Anaerobic Natural,1,0,0,0,0,0,35.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,2.92,62.0,79.0,False,False,False,False,True
Colombia Geiner Montano,Temple Coffee,94,"Sacramento, California",2023-02-01,9.0,9.0,9,9,8.0,Colombia Geiner Montano,0,0,0,0,0,0,24.50/12 ounces,38.5810606,-121.493895,10.5,20.5,30.4,0.0,2.04,62.0,78.0,False,False,False,False,True
Guatemala Retiro del Quisaya Washed Process,Durango Coffee Company,93,"Durango, Colorado",2023-02-01,9.0,9.0,8,9,8.0,Guatemala Retiro del Quisaya Washed Process,0,0,1,0,0,0,18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,1.58,58.0,76.0,False,False,False,False,True
Papua New Guinea Kagamuga Natural,Rusty Dog Coffee,91,"Madison, Wisconsin",2023-02-01,9.0,8.0,8,9,7.0,Papua New Guinea Kagamuga Natural,0,0,0,0,1,0,18.25/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.52,61.0,78.0,False,False,False,False,True
Kabiufa Papua New Guinea,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-02-01,9.0,,9,9,8.0,Kabiufa Papua New Guinea,0,0,0,0,1,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,58.0,77.0,False,False,False,False,True
Kabiufa Papua New Guinea,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-02-01,9.0,,9,9,8.0,Kabiufa Papua New Guinea,0,0,0,0,1,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,58.0,77.0,False,False,False,False,True
Kabiufa Papua New Guinea,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-02-01,9.0,,9,9,8.0,Kabiufa Papua New Guinea,0,0,0,0,1,0,20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.67,58.0,77.0,False,False,False,False,True
Ka‘u Red Catuai Peaberry,Paradise Roasters,94,"Hilo, Hawaii",2023-02-01,9.0,9.0,9,9,8.0,Ka‘u Red Catuai Peaberry,0,0,0,1,0,0,30.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,7.5,59.0,74.0,False,False,False,False,True
El Venado Costa Rica Yellow Honey SL28,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-02-01,9.0,,9,9,8.0,El Venado Costa Rica Yellow Honey SL28,0,0,1,0,0,0,20.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.5,60.0,76.0,False,False,False,False,True
